"","gender","age","job","account","YearlyIncome","YearlyOutcome","transaction_type","yearly_deposit_transactions","yearly_withdrawl_transactions","average_deposit_ammount","average_withdrawl_ammount","transaction_amount","weekly_deposits","weekly_withdrawls","weekly_amount","observed_weekly_amount","flag"
"1226","Male","45","Private Business","Current","50011065","3394695","Deposit","3789","1800","13199","1885","743329","102","45","633552","633183","dep_Suspicious"
"1227","Male","46","Private Business","Investment","50002257","9971362","Deposit","1","1","50002257","9971362","50312094","0","0","2400108336","2400108238","Normal"
"1228","Female","22","Employee","Saving","1954145","0","Withdrawl","42","719","46527","0","0","0","19","2233308","2233497","Normal"
"1229","Male","31","Private Business","Saving","50200884","39953826","Deposit","23","727","2182647","54957","2204322","0","7","104767062","104766148","Normal"
"1230","Male","29","Employee","Saving","2018458","0","Withdrawl","22","751","91748","0","0","1","17","4403908","4403420","Normal"
"1231","Male","19","Student","Saving","760759","486675","Deposit","27","147","28176","3310","66758","0","3","1352460","1351964","dep_Suspicious"
"1232","Female","42","House Wife","Saving","760759","486675","Withdrawl","20","354","38037","1374","25246","0","7","1825821","1823731","Normal"
"1233","Female","19","Student","Saving","670076","624752","Withdrawl","18","139","37226","4494","25991","0","2","1786869","1786516","Normal"
"1234","Male","38","Employee","Saving","2133152","0","Deposit","36","704","59254","0","591780","0","14","2844202","2845995","dep_Suspicious"
"1235","Female","65","Private Business","Saving","49773523","40056906","Deposit","30","690","1659117","58053","2768469","1","14","79637636","79638228","Normal"
"1236","Female","24","House Wife","Saving","49773523","40056906","Withdrawl","23","375","2164066","106818","118249","1","13","103875178","103873770","Normal"
"1237","Male","59","Private Business","Saving","50057425","39964641","Withdrawl","26","676","1925285","59119","110368","0","15","92413707","92413547","Normal"
"1238","Female","46","Employee","Current","1704665","935196","Deposit","149","789","11440","1185","600146","3","23","549153","548688","dep_Suspicious"
"1239","Male","51","Employee","Saving","1992833","0","Withdrawl","28","725","71172","0","0","0","18","3416285","3416339","Normal"
"1240","Male","22","Employee","Saving","2067030","0","Deposit","21","677","98430","0","1097765","0","15","4724640","4725145","dep_Suspicious"
"1241","Female","31","Employee","Current","1642631","931612","Withdrawl","141","774","11649","1203","102361","6","20","559193","560852","Normal"
"1242","Male","57","Employee","Current","1705663","987561","Withdrawl","139","769","12270","1284","47282","6","24","589005","589519","Normal"
"1243","Female","44","Private Business","Current","49813709","3441650","Withdrawl","3515","1769","14171","1945","216553","73","38","680244","680841","Normal"
"1244","Male","30","Employee","Saving","2080923","0","Withdrawl","34","706","61203","0","0","0","20","2937773","2938792","Normal"
"1245","Female","40","Employee","Current","1816510","1095186","Withdrawl","135","806","13455","1358","78090","3","17","645870","645815","Normal"
"1246","Male","20","Student","Saving","814896","475282","Withdrawl","18","163","45272","2915","172508","1","3","2173056","2171665","Normal"
"1247","Male","22","Employee","Current","1768419","776669","Withdrawl","147","844","12030","920","88789","4","17","577442","578732","Normal"
"1248","Female","66","House Wife","Saving","1768419","776669","Deposit","17","350","104024","2219","565137","1","6","4993183","4992573","dep_Suspicious"
"1249","Male","48","Employee","Saving","2056232","0","Deposit","26","702","79085","0","109571","0","17","3796120","3797279","Normal"
"1250","Female","33","House Wife","Saving","2056232","0","Withdrawl","28","363","73436","0","0","1","6","3524969","3525219","Normal"
"1251","Female","25","Employee","Saving","2007659","0","Withdrawl","36","712","55768","0","0","0","18","2676878","2677430","Normal"
"1252","Male","50","Private Business","Saving","49879984","39976876","Deposit","36","685","1385555","58360","768395","1","16","66506645","66505845","Normal"
"1253","Female","39","Employee","Investment","4927524","1044089","Deposit","1","1","4927524","1044089","4668291","0","0","236521152","236520895","Normal"
"1254","Male","75","Retired","Saving","530237","568888","Withdrawl","12","142","44186","4006","40767","0","3","2120948","2120801","Normal"
"1255","Male","54","Private Business","Current","50083161","3401931","Withdrawl","3644","1817","13744","1872","16227","74","31","659712","659479","Normal"
"1256","Male","24","Employee","Investment","5076034","1175570","Withdrawl","1","1","5076034","1175570","1135110","0","0","243649632","243648183","Normal"
"1257","Female","27","House Wife","Saving","5076034","1175570","Withdrawl","29","356","175035","3302","100208","1","7","8401711","8402986","Normal"
"1258","Female","64","Private Business","Current","50107845","3576347","Withdrawl","3618","1801","13849","1985","225016","68","36","664780","665311","Normal"
"1259","Male","38","Employee","Saving","2077438","0","Withdrawl","39","720","53267","0","0","1","18","2556846","2558240","Normal"
"1260","Male","55","Private Business","Current","49923104","3538156","Deposit","3606","1793","13844","1973","771898","58","40","664533","665261","dep_Suspicious"
"1261","Male","44","Employee","Current","1690731","836724","Deposit","141","800","11991","1045","832204","4","20","575568","576036","dep_Suspicious"
"1262","Male","27","Private Business","Saving","49879795","40040807","Withdrawl","21","698","2375228","57365","166360","3","16","114010960","114010925","Normal"
"1263","Male","54","Employee","Current","1742471","831384","Deposit","158","780","11028","1065","606093","2","15","529358","527992","dep_Suspicious"
"1264","Female","44","Employee","Investment","5024371","998491","Withdrawl","1","1","5024371","998491","1002964","0","0","241169808","241168968","Normal"
"1265","Female","21","Student","Saving","946803","466195","Withdrawl","28","130","33814","3586","149504","0","2","1623090","1624050","Normal"
"1266","Male","40","Private Business","Saving","50008290","39802653","Deposit","26","728","1923395","54673","2273399","0","18","92322996","92321528","Normal"
"1267","Male","24","Employee","Current","1879640","866275","Withdrawl","157","766","11972","1130","34339","4","14","574667","576424","Normal"
"1268","Male","51","Employee","Saving","1955187","0","Withdrawl","33","717","59248","0","0","0","9","2843908","2843271","Normal"
"1269","Female","18","Student","Saving","519198","510266","Deposit","29","158","17903","3229","960913","0","4","859362","859714","dep_Suspicious"
"1270","Female","34","Private Business","Current","49871133","3498463","Deposit","3620","1834","13776","1907","610391","65","48","661274","661314","dep_Suspicious"
"1271","Male","40","Student","Saving","849091","531796","Withdrawl","29","133","29279","3998","43381","1","6","1405392","1407635","Normal"
"1272","Female","19","Student","Saving","816805","409394","Withdrawl","25","135","32672","3032","69814","0","4","1568265","1567544","Normal"
"1273","Male","34","Employee","Saving","2083684","0","Withdrawl","22","680","94712","0","0","1","10","4546219","4547110","Normal"
"1274","Male","30","Employee","Saving","1771730","0","Deposit","21","677","84368","0","607704","1","14","4049668","4049088","dep_Suspicious"
"1275","Male","19","Student","Saving","877291","455753","Withdrawl","22","150","39876","3038","127874","0","1","1914089","1913791","Normal"
"1276","Female","27","Employee","Current","1834302","922909","Withdrawl","156","812","11758","1136","148221","3","20","564400","565477","Normal"
"1277","Female","33","Private Business","Investment","49874867","10084322","Withdrawl","2","1","24937433","10084322","10023875","0","0","1196996808","1196997358","Normal"
"1278","Male","61","Employee","Saving","2096925","0","Withdrawl","21","738","99853","0","0","2","26","4792971","4795146","Normal"
"1279","Male","27","Private Business","Investment","49978182","9933436","Deposit","2","1","24989091","9933436","25258020","0","0","1199476368","1199476568","Normal"
"1280","Male","32","Employee","Saving","2001853","0","Withdrawl","20","741","100092","0","0","1","18","4804447","4806016","Normal"
"1281","Male","49","Employee","Saving","1992237","0","Withdrawl","22","677","90556","0","0","0","16","4346698","4347104","Normal"
"1282","Male","33","Employee","Saving","2131178","0","Withdrawl","19","715","112167","0","0","0","22","5384028","5383977","Normal"
"1283","Male","27","Employee","Saving","2008693","0","Withdrawl","22","726","91304","0","0","1","20","4382602","4382367","Normal"
"1284","Male","65","Retired","Saving","765030","529551","Withdrawl","18","135","42501","3922","76904","1","1","2040080","2039971","Normal"
"1285","Female","27","Private Business","Current","49764594","3587740","Deposit","3607","1839","13796","1950","1397561","81","38","662240","664718","dep_Suspicious"
"1286","Male","37","Employee","Saving","1886701","0","Withdrawl","36","710","52408","0","0","2","13","2515601","2514357","Normal"
"1287","Male","51","Private Business","Current","50024261","3551888","Withdrawl","3591","1892","13930","1877","50936","78","30","668661","668622","Normal"
"1288","Female","44","Private Business","Current","49932949","3660883","Deposit","3699","1868","13499","1959","943754","77","43","647953","649096","dep_Suspicious"
"1289","Male","36","Employee","Saving","1939797","0","Withdrawl","37","726","52426","0","0","0","14","2516493","2518145","Normal"
"1290","Male","26","Employee","Saving","2062821","0","Withdrawl","31","720","66542","0","0","0","14","3194045","3192467","Normal"
"1291","Female","45","Private Business","Current","50064602","3508950","Deposit","3554","1799","14086","1950","288038","78","36","676167","675677","dep_Suspicious"
"1292","Male","29","Private Business","Saving","49941261","39813717","Withdrawl","34","714","1468860","55761","102296","1","17","70505309","70505919","Normal"
"1293","Female","27","Employee","Saving","1968625","0","Deposit","44","723","44741","0","1007723","0","20","2147590","2147808","dep_Suspicious"
"1294","Male","42","Employee","Saving","1995033","0","Withdrawl","36","680","55417","0","0","0","16","2660044","2660810","Normal"
"1295","Female","23","Private Business","Current","49933509","3435727","Deposit","3698","1764","13502","1947","1022225","68","38","648136","647521","dep_Suspicious"
"1296","Male","22","Employee","Saving","1924812","0","Deposit","31","743","62090","0","863212","2","16","2980354","2980585","dep_Suspicious"
"1297","Female","22","House Wife","Saving","1924812","0","Withdrawl","26","350","74031","0","0","1","7","3553499","3553631","Normal"
"1298","Male","60","Employee","Saving","2090707","0","Deposit","28","757","74668","0","1792964","0","14","3584069","3584329","dep_Suspicious"
"1299","Male","24","Student","Saving","782750","595571","Withdrawl","20","162","39137","3676","44182","0","3","1878600","1878486","Normal"
"1300","Male","38","Private Business","Current","50068299","3335888","Deposit","3616","1837","13846","1815","563327","85","28","664623","664048","dep_Suspicious"
"1301","Male","51","Employee","Saving","1997190","0","Withdrawl","29","721","68868","0","0","1","20","3305693","3306799","Normal"
"1302","Female","66","Private Business","Current","50138107","3507455","Withdrawl","3504","1839","14308","1907","41151","63","40","686823","687209","Normal"
"1303","Male","60","Private Business","Current","49985455","3500637","Withdrawl","3625","1841","13789","1901","75277","86","34","661876","660547","Normal"
